idplot,Cla,Subclase,PosEsp,Especie,Ocupa,Estado,FPMasa,Edad,FInfor,Fiabil,Barrena1,Barrena2,Barrena3,AltPer,OrgMasa1,OrgMasa2,TratMasa,Prov_Estadillo
05_0964,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0965,A,1,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0967,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0968,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0969,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0969,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0970,A,4,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0972,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0972,A,1,2,043,3,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0973,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0976,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0977,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0978,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0979,A,1,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_0983,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0985,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0986,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0991,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0992,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0993,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0998,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_0999,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1000,A,4,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1001,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1002,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1005,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1006,A,3E,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1007,A,4,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1008,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1009,A,4,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1010,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1011,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1012,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1013,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1014,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1015,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1016,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1017,A,1,2,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1018,A,1,2,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1019,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1021,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1022,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1023,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1024,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1025,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1026,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1027,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1028,A,3E,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1060,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1073,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1075,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1083,A,1,2,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1087,A,1,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1107,A,1,2,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1201,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1202,A,4,3,043,1,1,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1207,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1217,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1218,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1223,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1224,A,1,3,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1225,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1229,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1231,A,1,2,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1241,A,4,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1245,A,1,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1246,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1250,A,1,2,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1253,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1255,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1256,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1257,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1265,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1266,A,1,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1278,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1288,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1309,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1347,A,4,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_1359,A,3E,1,043,4,3,3,0,NA,NA,NA,NA,NA,NA,3,6,2,NA
05_1375,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1376,A,4,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1380,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1381,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1382,A,1,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1384,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1391,A,3E,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_1394,A,3E,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2067,N,N,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2126,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2127,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2138,N,N,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2139,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2146,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2150,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2154,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2155,N,N,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2155,N,N,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2157,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2162,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2163,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2175,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2180,N,N,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2181,N,N,3,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2211,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2215,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2217,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2218,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2222,N,N,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2246,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2253,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2257,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2259,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2260,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2261,N,N,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2261,N,N,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2267,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2268,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2271,N,N,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2272,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2273,N,N,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2273,N,N,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2276,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2277,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2283,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2297,N,N,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2303,N,N,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2307,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2310,N,N,1,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2311,N,N,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2313,N,N,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2313,N,N,2,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2314,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2315,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
05_2316,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2317,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2321,N,N,2,043,3,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2322,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2324,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2327,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,C,2,NA
05_2330,N,N,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2337,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2342,N,N,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2343,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2346,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2348,N,N,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2359,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2361,N,N,1,043,8,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2364,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2381,N,N,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2382,N,N,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2416,N,N,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2422,N,N,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2426,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2428,N,N,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2430,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2431,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2433,N,N,3,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2434,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2463,N,N,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2464,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2465,N,N,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2466,N,N,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2467,N,N,1,043,10,3,2,25,1,4,NA,NA,NA,NA,1,4,2,NA
05_2468,N,N,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2469,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2470,N,N,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2471,N,N,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2472,R,1,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2472,N,N,2,043,2,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2473,N,N,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2475,N,N,1,043,7,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2477,N,N,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2480,N,N,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2482,N,N,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2483,N,N,2,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2484,N,N,2,043,1,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2484,R,1,3,043,1,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2485,N,N,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2486,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
05_2488,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2490,N,N,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2491,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2492,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2493,N,N,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2498,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2499,N,N,2,043,3,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2501,N,N,2,043,4,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2502,N,N,1,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2503,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2505,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2506,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2509,N,N,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2511,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2512,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2513,N,N,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2528,N,N,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2531,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2554,N,N,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2555,N,N,3,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2559,N,N,1,043,9,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2560,N,N,2,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2561,N,N,3,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2562,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2565,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2567,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2569,N,N,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2575,N,N,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2578,N,N,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2580,N,N,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2585,N,N,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2586,N,N,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2589,N,N,1,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2601,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2602,N,N,1,043,9,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2605,N,N,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2608,N,N,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2611,N,N,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2613,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2614,N,N,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2615,N,N,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2617,N,N,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2622,N,N,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2626,N,N,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2627,N,N,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2631,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
05_2636,N,N,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_0506,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2542,A,1,2,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2541,A,3E,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2524,A,1,1,043,5,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2524,A,1,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2560,A,4,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
06_2525,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
08_3392,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,153392
09_0035,A,1,1,043,9,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0040,A,1,3,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0048,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0051,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0067,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0068,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0070,A,1,2,043,2,1,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0076,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0077,A,1,3,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0083,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0085,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0086,A,1,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0087,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0088,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0090,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0094,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0095,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0099,A,4,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0108,A,1,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0125,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0126,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0132,A,4,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0138,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0139,A,3E,1,043,4,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0141,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0146,A,1,2,043,5,1,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0149,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0159,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0161,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0172,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0174,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0201,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0217,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0227,A,1,1,043,5,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0266,A,1,2,043,4,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0316,A,1,2,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0348,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0362,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
09_0363,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0364,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0365,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0365,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0379,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0382,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0383,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0389,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0408,A,1,1,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0411,A,4C,2,043,2,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0414,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0431,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
09_0455,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0546,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0614,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0625,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
09_0632,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
