idplot,Cla,Subclase,PosEsp,Especie,Ocupa,Estado,FPMasa,Edad,FInfor,Fiabil,Barrena1,Barrena2,Barrena3,AltPer,OrgMasa1,OrgMasa2,TratMasa,Prov_Estadillo
10_0760,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0762,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0768,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0769,A,4C,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0770,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0771,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0772,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0774,A,4,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0777,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0778,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0779,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0780,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0781,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0783,A,4C,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0784,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0785,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0786,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0789,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0790,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0792,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0793,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0794,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0796,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0797,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0798,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0799,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0800,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0801,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0802,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0803,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0804,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0805,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0806,A,1,1,043,8,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0807,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0808,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0809,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0811,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0814,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0815,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0816,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0817,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0818,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0819,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0820,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0821,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0822,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0823,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0824,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0826,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0827,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0828,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0829,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0831,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0832,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0833,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0834,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0835,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0836,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0839,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0840,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0841,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0842,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0843,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0844,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0845,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0846,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0847,A,1,2,043,5,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0848,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0849,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0850,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0851,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0853,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0854,A,4C,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0855,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0856,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0857,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0858,A,3E,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0861,A,1,2,043,4,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_0862,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0867,A,1,3,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0868,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0870,A,1,2,043,1,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0890,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0891,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0892,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0898,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0899,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0900,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0901,A,4,2,043,3,2,2,10,1,4,NA,NA,NA,NA,1,4,2,NA
10_0902,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0904,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0905,A,3E,1,043,6,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0905,A,3E,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0906,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0907,A,4C,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0910,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0912,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0913,A,4,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0914,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0919,A,1,1,043,6,1,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0922,A,1,2,043,1,1,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0946,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0947,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0948,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0949,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0954,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0959,A,1,1,043,6,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0960,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_0973,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0983,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0990,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0991,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0996,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0997,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0998,A,1,2,043,5,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_0999,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1000,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1001,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1002,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1003,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1004,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1005,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1007,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1008,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1011,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1016,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1017,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1018,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1019,A,1,1,043,6,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1019,A,1,2,043,4,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1022,A,4C,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1023,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1030,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1031,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1032,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1033,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1038,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1039,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1044,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1046,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1047,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1048,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1049,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1050,A,3E,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1052,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1053,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1054,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1055,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1056,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1058,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1059,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1060,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1061,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1062,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1063,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1064,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1065,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1066,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1067,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1068,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1070,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1071,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1072,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1073,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1074,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1075,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1076,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1077,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1078,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1080,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1081,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1082,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1083,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1084,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1085,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1087,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1088,A,1,1,043,8,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1089,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1090,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1091,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1092,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1093,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
10_1094,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1095,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1096,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1097,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
10_1098,A,4C,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1099,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1100,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1102,A,1,1,043,8,3,4,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
10_1103,A,4,1,043,4,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1105,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1106,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1110,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1111,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1112,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1113,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1114,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1115,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1116,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1117,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1120,A,1,1,043,9,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1121,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1122,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1123,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1124,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,3,3,NA
10_1128,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1129,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,6,2,NA
10_1132,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1133,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1135,A,1,1,043,8,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1138,A,1,1,043,8,1,1,7,1,3,NA,NA,NA,NA,2,2,1,NA
10_1143,A,1,2,043,1,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1148,A,1,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1149,A,1,2,043,4,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1153,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1159,A,1,2,043,2,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1160,A,1,2,043,1,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1161,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1162,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1163,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1164,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1165,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1166,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1168,A,4,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1169,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1170,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1171,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1172,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1173,A,1,1,043,8,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1174,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1175,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1176,A,1,1,043,8,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1189,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1333,A,4C,2,043,1,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1357,A,1,1,043,10,4,3,0,NA,NA,NA,NA,NA,NA,1,1,1,NA
10_1479,A,1,2,043,3,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1480,A,4,1,043,7,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1481,A,1,2,043,3,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1483,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1487,A,1,2,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1488,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1492,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1493,A,1,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1496,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1518,A,1,1,043,8,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1529,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1530,A,1,2,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_1532,A,1,2,043,1,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2453,A,1,1,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2454,A,3E,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2455,A,1,1,043,9,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2466,A,1,1,043,5,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2467,A,1,1,043,6,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2469,A,1,1,043,10,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2482,A,1,2,043,5,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2483,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2484,A,1,1,043,7,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2485,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2492,A,1,1,043,9,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2493,A,1,1,043,9,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2494,A,1,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2501,A,1,1,043,7,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2503,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2509,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2518,A,1,3,043,1,2,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2519,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2527,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2534,A,4,1,043,7,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2535,A,1,1,043,10,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2537,A,1,3,043,2,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2538,A,1,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2545,A,1,2,043,2,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2556,A,1,3,043,1,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2576,A,1,1,043,6,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2576,A,1,2,043,4,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2578,A,4,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2579,A,1,1,043,10,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2583,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2584,A,1,1,043,6,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2872,A,1,2,043,3,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2879,A,4,2,043,3,3,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2888,A,1,1,043,10,2,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2889,A,1,2,043,4,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2892,A,4,1,043,10,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2893,A,1,1,043,6,3,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2893,A,1,2,043,4,4,3,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2896,A,1,1,043,9,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
10_2897,A,1,3,043,2,4,4,0,NA,NA,NA,NA,NA,NA,1,4,2,NA
